bank,txn_id,timestamp,sender_account,sender_name,receiver_account,receiver_name,amount,channel
HDFC,HD000046,2025-09-03 23:29:00,2010170269524991,Neha Verma,2018773477848588,Rohit Gupta,449843,IMPS
HDFC,HD000047,2025-09-04 00:50:00,2067700284276246,Mohit Khanna,2071978897782806,Pranav Mitra,12879,IMPS
HDFC,HD000048,2025-09-04 02:21:00,2045009025590561,Karan Jain,2065565033349114,Vikas Yadav,18142,NEFT
HDFC,HD000049,2025-09-04 04:19:00,2069864079056965,Pooja Reddy,2091713578529456,Pranav Mitra,2968,RTGS
HDFC,HD000050,2025-09-04 06:37:00,2034404963919195,Kajal Thomas,2041987635148468,Pooja Reddy,8733,IMPS
HDFC,HD000051,2025-09-04 08:34:00,2082082973748969,Arjun Nair,2008357232466513,Shreya Bose,194357,NEFT
HDFC,HD000052,2025-09-04 11:30:00,2093631230347786,Priya Singh,2060324204482070,Sanjay Rao,10264,RTGS
HDFC,HD000053,2025-09-04 13:15:00,2051623198189847,Rakesh Menon,2013915596363212,Shreya Bose,8833,RTGS
HDFC,HD000054,2025-09-04 13:30:00,2078515867342575,Sahil Sinha,2040900348645183,Parth Shah,13377,UPI
HDFC,HD000055,2025-09-04 14:36:00,2041343275604177,Neha Verma,2065612481569857,Priya Singh,6520,IMPS
HDFC,HD000056,2025-09-04 17:21:00,2020634591123829,Deepak Kulkarni,2065772429543165,Rina Dutta,174525,NEFT
HDFC,HD000057,2025-09-04 17:27:00,2089317342069694,Pooja Reddy,2021529108677133,Shreya Bose,16692,IMPS
HDFC,HD000058,2025-09-04 19:18:00,2039343626204439,Sonia Deshmukh,2073597107256366,Mohit Khanna,18751,NEFT
HDFC,HD000059,2025-09-04 20:44:00,2037599004896465,Naveen Pillai,2028092428757215,Geeta Reddy,4328,NEFT
HDFC,HD000060,2025-09-04 21:17:00,2074564494856257,Geeta Reddy,2028703203207427,Karan Jain,1237904,NEFT
HDFC,HD000061,2025-09-04 22:49:00,2087771215134228,Vikas Yadav,2049939089261371,Neha Verma,22803,NEFT
HDFC,HD000062,2025-09-05 00:25:00,2091520177749050,Sanjay Rao,2097592304501896,Rina Dutta,8366,UPI
HDFC,HD000063,2025-09-05 02:08:00,2010326642147649,Sanjay Rao,2025158377674996,Geeta Reddy,185922,NEFT
HDFC,HD000064,2025-09-05 04:50:00,2061085732788147,Vikram Patel,2061742243864908,Rohit Gupta,17233,IMPS
HDFC,HD000065,2025-09-05 05:15:00,2079454918017226,Sanjay Rao,2001645977945232,Sonia Deshmukh,22566,NEFT
HDFC,HD000066,2025-09-05 07:32:00,2000610277697499,Rahul Chandra,2056412203103037,Aarti Bhat,21014,RTGS
HDFC,HD000067,2025-09-05 09:50:00,2031472760122777,Pranav Mitra,2007933496050166,Harshal Dixit,18663,UPI
HDFC,HD000068,2025-09-05 10:00:00,2076789973080695,Pooja Reddy,2081467179576024,Tanvi Agarwal,8105,IMPS
HDFC,HD000069,2025-09-05 12:31:00,2059724665729341,Priya Singh,2072232971674338,Neha Verma,9046,IMPS
HDFC,HD000070,2025-09-05 13:12:00,2028015619318374,Ankit Saxena,2055084289107711,Anjali Mehta,36003,IMPS
HDFC,HD000071,2025-09-05 13:55:00,2013524787125521,Meera Mohan,2037603754821456,Aarti Bhat,17855,IMPS
HDFC,HD000072,2025-09-05 14:54:00,2026667850720811,Rina Dutta,2055626060290846,Yash Chauhan,107234,UPI
HDFC,HD000073,2025-09-05 14:57:00,2048926738997563,Sneha Joshi,2041085628843188,Naveen Pillai,21330,NEFT
HDFC,HD000074,2025-09-05 15:05:00,2089434681054851,Nitin Kumar,2001749075399893,Sneha Joshi,23924,IMPS
HDFC,HD000075,2025-09-05 15:41:00,2068315893571266,Naveen Pillai,2011062737158698,Rina Dutta,178172,IMPS
HDFC,HD000076,2025-09-05 17:30:00,2077622827728813,Rohit Gupta,2077028519611594,Naveen Pillai,12672,NEFT
HDFC,HD000077,2025-09-05 19:06:00,2044702296044327,Tanvi Agarwal,2001851067949756,Sonia Deshmukh,5039,IMPS
HDFC,HD000078,2025-09-05 21:04:00,2077251996636580,Mitali Banerjee,2074120948181398,Priya Singh,1294198,NEFT
HDFC,HD000079,2025-09-05 23:06:00,2080182043397189,Mohit Khanna,2056907056260856,Sanjay Rao,3754,IMPS
HDFC,HD000080,2025-09-06 00:20:00,2022412462095200,Harshal Dixit,2046152654610339,Aarti Bhat,17028,IMPS
HDFC,HD000081,2025-09-06 00:50:00,2040578617063048,Ritu Kapoor,2091382496718325,Sunita Nair,165912,UPI
HDFC,HD000082,2025-09-06 03:13:00,2070079420074946,Isha Kapoor,2053984028914161,Yash Chauhan,1105891,NEFT
HDFC,HD000083,2025-09-06 05:23:00,2055474355379502,Neha Verma,2009700268768118,Sahil Sinha,12066,UPI
HDFC,HD000084,2025-09-06 07:00:00,2095620175370304,Aman Sharma,2053194337504793,Pooja Reddy,1030653,NEFT
HDFC,HD000085,2025-09-06 08:12:00,2098728399921921,Geeta Reddy,2024938430894870,Priya Singh,109673,IMPS
HDFC,HD000086,2025-09-06 09:57:00,2041877580304687,Vikas Yadav,2050635190361332,Sneha Joshi,20989,NEFT
HDFC,HD000087,2025-09-06 12:00:00,2060954317350583,Isha Kapoor,2019971791100651,Priya Singh,1126771,NEFT
HDFC,HD000088,2025-09-06 14:37:00,2061108046619639,Harshal Dixit,2090767699150785,Pooja Reddy,902,IMPS
HDFC,HD000089,2025-09-06 14:55:00,2093928456797232,Sneha Joshi,2000249685498227,Sonia Deshmukh,12585,UPI
HDFC,HD000090,2025-09-06 17:08:00,2092038806533315,Neeraj Roy,2037795995946521,Rohit Gupta,621,IMPS
HDFC,HD000091,2025-09-06 20:06:00,2037933756362050,Pooja Reddy,2015081247395003,Aditya Desai,9085,RTGS
HDFC,HD000092,2025-09-06 21:33:00,2083230241026153,Pooja Reddy,2047355289611223,Ritu Kapoor,12763,NEFT
HDFC,HD000093,2025-09-06 23:23:00,2030993842530428,Neeraj Roy,2097317912868578,Deepak Kulkarni,12751,IMPS
HDFC,HD000094,2025-09-07 01:27:00,2077496903337363,Nitin Kumar,2046692548121478,Manisha Iyer,15745,IMPS
HDFC,HD000095,2025-09-07 02:54:00,2067766575460273,Meera Mohan,2041514888143111,Rohit Gupta,11436,NEFT
HDFC,HD000096,2025-09-07 04:19:00,2044439284044566,Neeraj Roy,2090782633373898,Vikas Yadav,107071,RTGS
HDFC,HD000097,2025-09-07 06:09:00,2063778052924075,Vikas Yadav,2053666845909022,Mitali Banerjee,20259,UPI
HDFC,HD000098,2025-09-07 08:36:00,2066361863715974,Rakesh Menon,2012182097023164,Manisha Iyer,17683,NEFT
HDFC,HD000099,2025-09-07 08:51:00,2058025662128671,Neeraj Roy,2063234672994938,Shreya Bose,5175,IMPS
HDFC,HD000100,2025-09-07 10:34:00,2093859777901475,Rina Dutta,2046926329676291,Rohit Gupta,5675,NEFT
HDFC,HD000101,2025-09-07 13:15:00,2084137681511856,Rina Dutta,2072438070176563,Rohit Gupta,4257,RTGS
HDFC,HD000102,2025-09-07 13:50:00,2057771183727422,Nitin Kumar,2009124186210427,Deepak Kulkarni,1628,RTGS
HDFC,HD000103,2025-09-07 16:07:00,2037081647090063,Sunita Nair,2035331060053131,Rohit Gupta,4028,RTGS
HDFC,HD000104,2025-09-07 17:30:00,2083938661331552,Rakesh Menon,2006506373149501,Arjun Nair,20123,IMPS
HDFC,HD000105,2025-09-07 17:57:00,2089241956252571,Karan Jain,2050997683890309,Sneha Joshi,14541,RTGS
HDFC,HD000106,2025-09-07 20:36:00,2010257432630397,Ritu Kapoor,2052450864035533,Priya Singh,720803,RTGS
HDFC,HD000107,2025-09-07 23:35:00,2039685270171302,Pooja Reddy,2032129833816742,Aarti Bhat,20352,NEFT
HDFC,HD000108,2025-09-08 00:49:00,2097347156627768,Mohit Khanna,2096270661498282,Parth Shah,15363,NEFT
HDFC,HD000109,2025-09-08 03:13:00,2097152732300857,Sunita Nair,2066656749160169,Pooja Reddy,91915,RTGS
HDFC,HD000110,2025-09-08 04:43:00,2087506633705024,Sanjay Rao,2097243992011669,Naveen Pillai,1086980,NEFT
HDFC,HD000111,2025-09-08 06:33:00,2044886946119524,Sunita Nair,2036402701168646,Deepak Kulkarni,23570,NEFT
HDFC,HD000112,2025-09-08 08:38:00,2028179323023467,Tanvi Agarwal,2091214161415093,Pranav Mitra,3803,NEFT
HDFC,HD000113,2025-09-08 09:47:00,2009013806984775,Anjali Mehta,2096555535669055,Aman Sharma,23382,IMPS
HDFC,HD000114,2025-09-08 10:23:00,2009184357978630,Tanvi Agarwal,2050505739769156,Anjali Mehta,102035,IMPS
HDFC,HD000115,2025-09-08 11:00:00,2089802714872717,Mohit Khanna,2083332116025643,Tanvi Agarwal,458156,IMPS
HDFC,HD000116,2025-09-08 13:17:00,2071539915668633,Parth Shah,2041411159319525,Mitali Banerjee,106475,NEFT
HDFC,HD000117,2025-09-08 15:35:00,2036655289931608,Sneha Joshi,2075243772942095,Komal Ghosh,458923,NEFT
HDFC,HD000118,2025-09-08 18:02:00,2073746052330276,Aditya Desai,2042086567566184,Pooja Reddy,168658,IMPS
HDFC,HD000119,2025-09-08 18:36:00,2059047292774233,Priya Singh,2030591266201572,Karan Jain,909857,IMPS
HDFC,HD000120,2025-09-08 19:15:00,2063013674926176,Mitali Banerjee,2047501111783099,Tanvi Agarwal,24923,NEFT
HDFC,HD000121,2025-09-08 21:47:00,2026764921518260,Deepak Kulkarni,2068887189813129,Aman Sharma,10798,NEFT
HDFC,HD000122,2025-09-08 22:20:00,2093218401184582,Nitin Kumar,2060340848729758,Sonia Deshmukh,7376,IMPS
HDFC,HD000123,2025-09-09 01:10:00,2003032432983954,Rahul Chandra,2029618446267146,Ritu Kapoor,21129,RTGS
HDFC,HD000124,2025-09-09 03:53:00,2035989262566093,Manisha Iyer,2014181861515542,Shreya Bose,12858,UPI
HDFC,HD000125,2025-09-09 04:50:00,2061128497185948,Harshal Dixit,2049102562588967,Isha Kapoor,23000,IMPS
HDFC,HD000126,2025-09-09 05:30:00,2022694053967275,Vikram Patel,2078446834146511,Aarti Bhat,546268,IMPS
HDFC,HD000127,2025-09-09 05:52:00,2048706827788160,Manisha Iyer,2093068538909728,Deepak Kulkarni,4868,IMPS
HDFC,HD000128,2025-09-09 06:06:00,2067625153814474,Aman Sharma,2043096348079705,Ankit Saxena,10276,IMPS
HDFC,HD000129,2025-09-09 06:08:00,2052650167318826,Shreya Bose,2017024376545628,Anjali Mehta,1121398,NEFT
HDFC,HD000130,2025-09-09 07:39:00,2060531340266502,Karan Jain,2037416787256862,Anjali Mehta,58063,NEFT
HDFC,HD000131,2025-09-09 09:48:00,2003056906744716,Komal Ghosh,2039282341436371,Ankit Saxena,19872,IMPS
HDFC,HD000132,2025-09-09 10:27:00,2031260432609310,Karan Jain,2066843356708604,Shreya Bose,12002,RTGS
HDFC,HD000133,2025-09-09 11:31:00,2050200053474916,Harshal Dixit,2024755411082555,Naveen Pillai,8307,IMPS
HDFC,HD000134,2025-09-09 12:25:00,2096112910933711,Yash Chauhan,2089547382023684,Nitin Kumar,142567,IMPS
HDFC,HD000135,2025-09-09 12:56:00,2061768802942409,Sonia Deshmukh,2003678812786866,Shreya Bose,617,NEFT
HDFC,HD000136,2025-09-09 13:52:00,2090878844344812,Karan Jain,2030834024240338,Aman Sharma,21231,IMPS
HDFC,HD000137,2025-09-09 15:27:00,2051842694500534,Shreya Bose,2024089164983735,Rakesh Menon,13458,NEFT
HDFC,HD000138,2025-09-09 16:27:00,2065271727223972,Rina Dutta,2040422693121637,Anjali Mehta,60991,RTGS
HDFC,HD000139,2025-09-09 16:31:00,2091660100231429,Tanvi Agarwal,2000185132797245,Rahul Chandra,18310,IMPS
HDFC,HD000140,2025-09-09 19:12:00,2081001841862030,Aditya Desai,2036625436172131,Nitin Kumar,11435,NEFT
HDFC,HD000141,2025-09-09 19:34:00,2009226859262494,Tanvi Agarwal,2051475410225267,Vikram Patel,14506,UPI
HDFC,HD000142,2025-09-09 20:46:00,2021522655767695,Harshal Dixit,2023668788788361,Arjun Nair,23224,RTGS
HDFC,HD000143,2025-09-09 21:43:00,2013503058721055,Neha Verma,2024728633302126,Geeta Reddy,23483,NEFT
HDFC,HD000144,2025-09-10 00:12:00,2017920252131096,Priya Singh,2022728476570412,Rohit Gupta,6187,IMPS
HDFC,HD000145,2025-09-10 00:15:00,2066784984362418,Kajal Thomas,2062369036289177,Rina Dutta,68208,NEFT
HDFC,HD000146,2025-09-10 01:51:00,2063411159503428,Mitali Banerjee,2011390438303419,Rohit Gupta,16353,NEFT
HDFC,HD000147,2025-09-10 03:12:00,2014054683565215,Neeraj Roy,2068182096790422,Sanjay Rao,49456,UPI
HDFC,HD000148,2025-09-10 04:12:00,2032288985725459,Sneha Joshi,2060633991297102,Yash Chauhan,47851,IMPS
HDFC,HD000149,2025-09-10 06:09:00,2052421495511274,Sahil Sinha,2074721970546692,Meera Mohan,20967,UPI
HDFC,HD000150,2025-09-10 07:45:00,2016874090380214,Anjali Mehta,2062961367157787,Sanjay Rao,4050,UPI
HDFC,HD000151,2025-09-10 09:27:00,2063651559737147,Tanvi Agarwal,2008272359096056,Rakesh Menon,1251,UPI
HDFC,HD000152,2025-09-10 12:23:00,2064421214614768,Ritu Kapoor,2034201654235677,Sunita Nair,1116003,IMPS
HDFC,HD000153,2025-09-10 15:21:00,2096089319925502,Rohit Gupta,2072751648072791,Rakesh Menon,74194,IMPS
HDFC,HD000154,2025-09-10 17:41:00,2029635339055044,Neeraj Roy,2081776655868512,Geeta Reddy,18612,IMPS
HDFC,HD000155,2025-09-10 20:00:00,2066464911110961,Parth Shah,2079817890463378,Karan Jain,15887,UPI
HDFC,HD000156,2025-09-10 21:30:00,2076605384444630,Yash Chauhan,2060002589552963,Rina Dutta,21616,IMPS
HDFC,HD000157,2025-09-10 21:44:00,2096262658263128,Rahul Chandra,2019648253110609,Neha Verma,18315,UPI
HDFC,HD000158,2025-09-10 22:05:00,2096027523343836,Aditya Desai,2040412091179112,Mohit Khanna,49321,NEFT
HDFC,HD000159,2025-09-10 23:38:00,2036170617136657,Ritu Kapoor,2022402990155799,Aman Sharma,24803,NEFT
HDFC,HD000160,2025-09-11 00:10:00,2039080882351305,Geeta Reddy,2023124473158477,Komal Ghosh,604865,NEFT
HDFC,HD000161,2025-09-11 01:01:00,2046199423767694,Komal Ghosh,2059196639551720,Mohit Khanna,10116,IMPS
HDFC,HD000162,2025-09-11 03:47:00,2085601256253135,Vikram Patel,2052510505379538,Parth Shah,7452,IMPS
HDFC,HD000163,2025-09-11 04:14:00,2084919665533077,Aditya Desai,2004611729596390,Neha Verma,19366,UPI
HDFC,HD000164,2025-09-11 06:13:00,2042608805017164,Karan Jain,2045561857906477,Meera Mohan,415469,NEFT
HDFC,HD000165,2025-09-11 06:26:00,2002156321358004,Karan Jain,2001041459642297,Isha Kapoor,5349,RTGS
HDFC,HD000166,2025-09-11 08:12:00,2071883977457314,Parth Shah,2041583311703037,Pooja Reddy,11655,NEFT
HDFC,HD000167,2025-09-11 10:44:00,2088547281235679,Karan Jain,2083631462491271,Aarti Bhat,15601,NEFT
HDFC,HD000168,2025-09-11 10:52:00,2078754181563268,Rina Dutta,2068507451066343,Deepak Kulkarni,17852,IMPS
HDFC,HD000169,2025-09-11 13:05:00,2061031310094318,Nitin Kumar,2014396661347323,Aditya Desai,100492,RTGS
HDFC,HD000170,2025-09-11 13:30:00,2028974325122572,Aman Sharma,2007650241209579,Pranav Mitra,148881,NEFT
HDFC,HD000171,2025-09-11 13:35:00,2094388221145775,Shreya Bose,2084745705458971,Naveen Pillai,30434,NEFT
HDFC,HD000172,2025-09-11 15:21:00,2032570396531361,Rohit Gupta,2048782455696443,Harshal Dixit,11748,RTGS
HDFC,HD000173,2025-09-11 15:53:00,2067954107272849,Priya Singh,2082474140703491,Pranav Mitra,14600,IMPS
HDFC,HD000174,2025-09-11 15:54:00,2004254882142369,Sneha Joshi,2014307536661449,Deepak Kulkarni,22746,RTGS
HDFC,HD000175,2025-09-11 18:23:00,2023426834414978,Arjun Nair,2026612875857567,Neeraj Roy,18814,NEFT
HDFC,HD000176,2025-09-11 20:11:00,2012943985298940,Anjali Mehta,2062607870104159,Aditya Desai,23129,NEFT
HDFC,HD000177,2025-09-11 20:27:00,2019803828723244,Anjali Mehta,2007931102918133,Tanvi Agarwal,17074,IMPS
HDFC,HD000178,2025-09-11 20:42:00,2014672384979162,Pranav Mitra,2002232883774419,Meera Mohan,13318,IMPS
HDFC,HD000179,2025-09-11 21:10:00,2076620471960940,Nitin Kumar,2097052774025883,Naveen Pillai,2556,NEFT
HDFC,HD000180,2025-09-11 21:49:00,2059572446176792,Neha Verma,2098842599599610,Sunita Nair,22299,NEFT
HDFC,HD000181,2025-09-12 00:43:00,2075331266109410,Pooja Reddy,2017590251762983,Mohit Khanna,22744,NEFT
HDFC,HD000182,2025-09-12 01:35:00,2026831901302056,Ankit Saxena,2098152873397855,Yash Chauhan,42605,IMPS
HDFC,HD000183,2025-09-12 04:16:00,2061912841173098,Naveen Pillai,2050344651241893,Ankit Saxena,13581,IMPS
HDFC,HD000184,2025-09-12 06:36:00,2019740056435023,Sanjay Rao,2085037199051699,Yash Chauhan,4742,NEFT
HDFC,HD000185,2025-09-12 06:47:00,2010783567430003,Karan Jain,2089608706626682,Sahil Sinha,20673,UPI
HDFC,HD000186,2025-09-12 08:22:00,2053560331903689,Aarti Bhat,2000301027240559,Aditya Desai,13535,IMPS
HDFC,HD000187,2025-09-12 08:54:00,2011483753745843,Isha Kapoor,2084588105697413,Naveen Pillai,24810,IMPS
HDFC,HD000188,2025-09-12 09:26:00,2052037710704496,Parth Shah,2041049670667033,Deepak Kulkarni,17948,NEFT
HDFC,HD000189,2025-09-12 10:45:00,2008509549305966,Neeraj Roy,2001864876998426,Aarti Bhat,997,NEFT
HDFC,HD000190,2025-09-12 13:40:00,2041384596094544,Rohit Gupta,2090149542770707,Nitin Kumar,18738,NEFT
HDFC,HD000191,2025-09-12 13:55:00,2091498517244472,Yash Chauhan,2032290310287950,Manisha Iyer,23914,UPI
HDFC,HD000192,2025-09-12 15:01:00,2005809351187181,Vikas Yadav,2033595616420595,Arjun Nair,123230,IMPS
HDFC,HD000193,2025-09-12 16:17:00,2090250429019358,Mitali Banerjee,2089536902611398,Yash Chauhan,166288,RTGS
HDFC,HD000194,2025-09-12 18:33:00,2009788754394353,Meera Mohan,2053751376515881,Tanvi Agarwal,15211,RTGS
HDFC,HD000195,2025-09-12 19:32:00,2092836929445511,Yash Chauhan,2066829732702164,Tanvi Agarwal,58135,RTGS
HDFC,HD000196,2025-09-12 21:23:00,2002128866526834,Aditya Desai,2015599910157676,Tanvi Agarwal,73091,RTGS
HDFC,HD000197,2025-09-12 23:54:00,2081209957657289,Kajal Thomas,2041347509889864,Parth Shah,6346,UPI
HDFC,HD000198,2025-09-13 00:05:00,2036849951542144,Komal Ghosh,2077324491342138,Sunita Nair,1802,UPI
HDFC,HD000199,2025-09-13 02:24:00,2083070534967827,Vikram Patel,2041176741241513,Kajal Thomas,11488,NEFT
HDFC,HD000200,2025-09-13 05:06:00,2081506185380032,Naveen Pillai,2096334727274231,Rakesh Menon,2704,IMPS
HDFC,HD000201,2025-09-13 07:43:00,2032064969357824,Arjun Nair,2034776958741314,Sahil Sinha,22206,IMPS
HDFC,HD000202,2025-09-13 08:29:00,2075156277963044,Priya Singh,2083608545667664,Shreya Bose,7674,NEFT
HDFC,HD000203,2025-09-13 08:41:00,2047639283199529,Pooja Reddy,2080061558108358,Sunita Nair,128685,RTGS
HDFC,HD000204,2025-09-13 09:40:00,2042556383000818,Isha Kapoor,2067024403304166,Shreya Bose,45062,NEFT
HDFC,HD000205,2025-09-13 11:27:00,2000892196394568,Arjun Nair,2004473149764613,Yash Chauhan,9819,UPI
HDFC,HD000206,2025-09-13 13:44:00,2083607658173906,Pranav Mitra,2037579145211823,Harshal Dixit,5131,IMPS
HDFC,HD000207,2025-09-13 15:46:00,2089307464520599,Yash Chauhan,2060438787535778,Sanjay Rao,1092762,IMPS
HDFC,HD000208,2025-09-13 17:23:00,2020281237106728,Meera Mohan,2072866041644859,Mitali Banerjee,5137,NEFT
HDFC,HD000209,2025-09-13 20:19:00,2039589477352287,Vikas Yadav,2005622710433187,Anjali Mehta,15858,IMPS
HDFC,HD000210,2025-09-13 20:37:00,2058350344694596,Isha Kapoor,2048831921342491,Naveen Pillai,13048,NEFT
HDFC,HD000211,2025-09-13 23:09:00,2094973203319222,Aarti Bhat,2070510287675481,Yash Chauhan,13133,RTGS
HDFC,HD000212,2025-09-14 00:40:00,2048581932426877,Pooja Reddy,2041865205756398,Parth Shah,24998,UPI
HDFC,HD000213,2025-09-14 01:31:00,2075830945154809,Pranav Mitra,2040476044090797,Deepak Kulkarni,21718,RTGS
HDFC,HD000214,2025-09-14 01:58:00,2005092221610705,Arjun Nair,2018439055295806,Priya Singh,16933,NEFT
HDFC,HD000215,2025-09-14 03:07:00,2012704938620448,Kajal Thomas,2051579197111212,Harshal Dixit,1158,RTGS
HDFC,HD000216,2025-09-14 03:10:00,2035713432406424,Pranav Mitra,2029563343244741,Nitin Kumar,11931,RTGS
HDFC,HD000217,2025-09-14 05:24:00,2072096289365435,Tanvi Agarwal,2088418343740182,Isha Kapoor,11083,IMPS
HDFC,HD000218,2025-09-14 07:01:00,2090515026755125,Aarti Bhat,2042782079799667,Mohit Khanna,182534,NEFT
HDFC,HD000219,2025-09-14 09:55:00,2064038166496902,Nitin Kumar,2082498392250142,Neeraj Roy,15592,NEFT
HDFC,HD000220,2025-09-14 10:33:00,2032441233613285,Parth Shah,2007251786376731,Isha Kapoor,4875,IMPS
HDFC,HD000221,2025-09-14 11:57:00,2046968157903923,Rakesh Menon,2055580996132730,Sneha Joshi,11627,IMPS
HDFC,HD000222,2025-09-14 12:44:00,2062446704622681,Pranav Mitra,2071516025298670,Rina Dutta,2286,NEFT
HDFC,HD000223,2025-09-14 13:51:00,2019785758512686,Rohit Gupta,2012059438976074,Karan Jain,145652,IMPS
HDFC,HD000224,2025-09-14 16:25:00,2054654084245607,Isha Kapoor,2054091508632181,Rahul Chandra,14626,RTGS
HDFC,HD000225,2025-09-14 17:54:00,2079389701550291,Mitali Banerjee,2068154660241613,Mohit Khanna,1490968,IMPS
HDFC,HD000226,2025-09-14 18:57:00,2005973642480962,Manisha Iyer,2044063062447951,Neha Verma,82949,NEFT
HDFC,HD000227,2025-09-14 20:11:00,2097969586780555,Pranav Mitra,2057277382646091,Yash Chauhan,374257,NEFT
HDFC,HD000228,2025-09-14 22:27:00,2054457702992959,Rina Dutta,2066048736826911,Rakesh Menon,4125,IMPS
HDFC,HD000229,2025-09-14 23:13:00,2026865369455158,Ritu Kapoor,2088636774722640,Vikas Yadav,197017,NEFT
HDFC,HD000230,2025-09-14 23:39:00,2069666309329981,Parth Shah,2099605932971509,Yash Chauhan,6825,RTGS
HDFC,HD000231,2025-09-15 00:21:00,2075327352410397,Vikram Patel,2073973278195237,Aman Sharma,131522,RTGS
HDFC,HD000232,2025-09-15 02:22:00,2061648198077046,Arjun Nair,2005687611249125,Vikas Yadav,8464,RTGS
HDFC,HD000233,2025-09-15 03:16:00,2041517734547574,Sneha Joshi,2094902284035954,Sunita Nair,10485,IMPS
HDFC,HD000234,2025-09-15 05:09:00,2042229464303942,Kajal Thomas,2090458867925298,Naveen Pillai,16400,IMPS
HDFC,HD000235,2025-09-15 07:24:00,2072760153433249,Vikas Yadav,2013577908335061,Komal Ghosh,18630,UPI
HDFC,HD000236,2025-09-15 09:42:00,2010798334233720,Harshal Dixit,2094841312840333,Tanvi Agarwal,18094,RTGS
HDFC,HD000237,2025-09-15 09:56:00,2051371717318939,Arjun Nair,2074909617399704,Sonia Deshmukh,21180,NEFT
HDFC,HD000238,2025-09-15 12:06:00,2078444835488471,Vikas Yadav,2027058772216417,Ritu Kapoor,75750,RTGS
HDFC,HD000239,2025-09-15 13:06:00,2034845871493925,Mohit Khanna,2023622925879643,Tanvi Agarwal,836734,IMPS
HDFC,HD000240,2025-09-15 14:25:00,2055574696606065,Yash Chauhan,2027403344505665,Pooja Reddy,186889,IMPS
HDFC,HD000241,2025-09-15 15:36:00,2011325797067349,Vikram Patel,2096010548574172,Kajal Thomas,1067755,RTGS
HDFC,HD000242,2025-09-15 16:15:00,2094938173598488,Vikas Yadav,2040215573257375,Pooja Reddy,23570,NEFT
HDFC,HD000243,2025-09-15 18:50:00,2002166670808509,Karan Jain,2060858749511918,Ritu Kapoor,17326,RTGS
HDFC,HD000244,2025-09-15 19:13:00,2097931647725129,Kajal Thomas,2057860694096003,Geeta Reddy,7803,IMPS
HDFC,HD000245,2025-09-15 20:37:00,2087395923234210,Geeta Reddy,2089028515533342,Shreya Bose,7618,RTGS
HDFC,HD000246,2025-09-15 20:44:00,2027160736077633,Nitin Kumar,2069112898123179,Kajal Thomas,7392,UPI
HDFC,HD000247,2025-09-15 22:54:00,2057481700666155,Deepak Kulkarni,2041643167045023,Mitali Banerjee,17494,NEFT
HDFC,HD000248,2025-09-16 01:52:00,2070093459626228,Neha Verma,2022512073465495,Vikas Yadav,15917,NEFT
HDFC,HD000249,2025-09-16 02:29:00,2060869822105316,Isha Kapoor,2011776872904774,Kajal Thomas,12479,UPI
HDFC,HD000250,2025-09-16 05:21:00,2017793238223116,Shreya Bose,2049133424579889,Isha Kapoor,12780,IMPS
ICICI,IC000001,2025-09-01 10:29:00,3006032020326509,Shreya Bose,3077539673794871,Komal Ghosh,907275,UPI
ICICI,IC000002,2025-09-01 11:17:00,3045787158415608,Sanjay Rao,3021371184254768,Komal Ghosh,17241,NEFT
ICICI,IC000003,2025-09-01 14:12:00,3030358929880858,Shreya Bose,3038252129328963,Priya Singh,1040692,NEFT
ICICI,IC000004,2025-09-01 16:26:00,3067752401484399,Aarti Bhat,3010622723626693,Nitin Kumar,9551,NEFT
ICICI,IC000005,2025-09-01 18:09:00,3019237245018481,Parth Shah,3097374189721540,Mohit Khanna,15787,IMPS
ICICI,IC000006,2025-09-01 18:53:00,3074381199537660,Harshal Dixit,3014448564510173,Pranav Mitra,14713,IMPS
ICICI,IC000007,2025-09-01 19:20:00,3078996986091919,Rohit Gupta,3011359966057798,Rina Dutta,189658,RTGS
ICICI,IC000008,2025-09-01 21:11:00,3003920514607455,Nitin Kumar,3053470574238856,Deepak Kulkarni,48297,NEFT
ICICI,IC000009,2025-09-01 23:49:00,3083541165972634,Yash Chauhan,3075575225013948,Aditya Desai,166101,NEFT
ICICI,IC000010,2025-09-02 02:28:00,3013119642585626,Pranav Mitra,3014991537038240,Manisha Iyer,82404,NEFT
ICICI,IC000011,2025-09-02 03:26:00,3073204309776889,Aarti Bhat,3036289696454655,Kajal Thomas,3024,UPI
ICICI,IC000012,2025-09-02 04:01:00,3053892187851935,Neha Verma,3083749079779612,Yash Chauhan,21808,NEFT
ICICI,IC000013,2025-09-02 05:30:00,3072151494097626,Aman Sharma,3037484539862895,Ankit Saxena,12242,IMPS
ICICI,IC000014,2025-09-02 05:49:00,3091862339220715,Deepak Kulkarni,3011696667252145,Geeta Reddy,155989,NEFT
ICICI,IC000015,2025-09-02 06:56:00,3063351571840908,Meera Mohan,3005120800564099,Vikram Patel,595276,IMPS
ICICI,IC000016,2025-09-02 09:04:00,3028351295927282,Anjali Mehta,3070908144152982,Pranav Mitra,5587,UPI
ICICI,IC000017,2025-09-02 10:31:00,3078671815352373,Naveen Pillai,3060507918158998,Rina Dutta,193611,NEFT
ICICI,IC000018,2025-09-02 11:54:00,3027346666170715,Mitali Banerjee,3087964740803149,Ritu Kapoor,10777,RTGS
